input_id,title,business_name,category,phone,website,review_rating,review_count,complete_address,extracted_email,email,google_maps_url,social_media_urls,priority,primary_problem,mistakes_text,audit_status,health_score,opportunity_score,critical_issue_count,high_issue_count,medium_issue_count,low_issue_count,ssl_valid,has_chatbot,has_whatsapp,has_lead_form,has_phone_cta,has_appointment_booking,has_trust_signals,has_local_schema,evidence,confidence,qualification_status,contactability_status,recommended_action,commercial_opportunity_score,secondary_problems,review_reason,passed_quality_gate,outreach_subject,outreach_message,audit_summary,email_verified
276aa0ef192a6c20,U-Elite Martial Fitness,U-Elite Martial Fitness,Kickboxing school,+65 9154 5914,http://uelite.com.sg/,5.0,2047.0,"2 Gambas Cres, U-Elite Martial Fitness, Nordcom 2, Singapore 757044",martialfitness@uelite.com.sg,,https://www.google.com/maps/place/U-Elite+Martial+Fitness/data=!4m7!3m6!1s0x31da186bf0c0a931:0xa95956f6c2c6bdae!8m2!3d1.4429543!4d103.816011!16s%2Fg%2F1ptyg9bvc!19sChIJManA8GsY2jERrr3GwvZWWak,,WARM,Missing recommended security headers,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: No clickable phone (tel:) link detected.; MEDIUM: Many images are missing alt text.,OK,43.1,47.5,0,2.0,3,0,True,False,True,True,False,False,True,True,High severity issues: Missing recommended security headers; No AI chatbot or live-chat widget detected. Medium severity issues: No appointment/booking system detected; No clickable phone (tel:) link detected; Many images are missing alt text.,High,QUALIFIED,CONTACTABLE,EMAIL_OUTREACH,47.5,"[""No AI chatbot or live-chat widget detected"", ""No appointment/booking system detected"", ""No clickable phone (tel:) link detected"", ""Many images are missing alt text""]",,1,Missing Click‑to‑Call Button,"Hi there, I was looking at U-Elite Martial Fitness and noticed no clickable phone link.
A visitor lands on the site at 8 pm, wants to call right away, but can’t tap a number on their phone and has to search the page for a hidden phone line.
They leave and call a nearby gym that shows a tap‑to‑call button, so they book a class there instead.
The site currently lacks an easy phone CTA.
Adding a simple tel: link lets mobile users call instantly, removing that friction.
Would you like a 60‑second example of how this works for U-Elite Martial Fitness?","Audit reveals high and medium severity technical issues such as missing security headers and lack of live chat, indicating clear opportunities for SEO and CRO improvements.",not_checked
398e5ed8d564d688,King of Strength Boxing Gym,King of Strength Boxing Gym,Boxing club,+65 6969 3129,http://www.kosboxingym.sg/,5.0,722.0,"345 Sembawang Rd, King of Strength Boxing Gym, Singapore 758354",info@kosboxingym.sg,,https://www.google.com/maps/place/King+of+Strength+Boxing+Gym/data=!4m7!3m6!1s0x31da146052998a65:0xa58e17c5dbfacba2!8m2!3d1.4258549!4d103.8256297!16s%2Fg%2F11bx_cl406!19sChIJZYqZUmAU2jERosv628UXjqU,,WARM,Missing recommended security headers,HIGH: Missing recommended security headers.; HIGH: No lead-capture form detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: No clickable phone (tel:) link detected.; MEDIUM: Many images are missing alt text.,OK,44.6,42.5,0,2.0,3,0,True,True,True,False,False,False,False,True,"Audit shows health_score 44.6/65, opportunity_score 42.5/100, with critical_issue_count 0, high_issue_count 2 (Missing recommended security headers; No lead-capture form detected), medium_issue_count 3 (No appointment/booking system; No clickable phone link; Images missing alt text). Feature checklist confirms no lead form, no phone CTA, no appointment booking.",High,QUALIFIED,CONTACTABLE,EMAIL_OUTREACH,42.5,"[""No lead-capture form detected"", ""No appointment/booking system detected"", ""No clickable phone (tel:) link detected"", ""Many images are missing alt text""]",,1,Missing Lead Capture Form,"Hi there, I was looking at King of Strength Boxing Gym and noticed there’s no place for visitors to leave their contact details.
A potential member browsing at 8 pm, after a class, wants to ask about membership but isn’t ready to call, and sees no form to drop their email or phone.
They leave the site and book a trial at a nearby gym that offers a quick sign‑up form.
The gym currently lacks a lead‑capture form.
A simple AI‑powered form can collect names, emails, and phone numbers instantly, even after hours, and feed them straight into your CRM.
Would you like a 60‑second example of how this could work for King of Strength Boxing Gym?","The gym's website lacks essential security headers and a lead capture form, and is missing a phone click-to-call link and alt text on images, presenting clear CRO and technical SEO opportunities.",not_checked
75489541c3959c92,Prakaipetch Muay Thai Academy @Ang Mo Kio,Prakaipetch Muay Thai Academy @Ang Mo Kio,Muay Thai boxing gym,+65 8912 3383,https://prakaipetch.com.sg/,5.0,621.0,"5 Ang Mo Kio Central 2, @, #02-04 Prakaipetch Muay Thai Academy @Ang Mo Kio, Dijitsun Mall, Singapore 569663",,,https://www.google.com/maps/place/Prakaipetch+Muay+Thai+Academy+@Ang+Mo+Kio/data=!4m7!3m6!1s0x31da174a213c660f:0x26cca3494d5e3747!8m2!3d1.3728749!4d103.8476211!16s%2Fg%2F11shlp17w9!19sChIJD2Y8IUoX2jERRzdeTUmjzCY,,WARM,Missing recommended security headers,HIGH: Missing recommended security headers.; MEDIUM: Mixed content: some resources load over insecure HTTP on an HTTPS page.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: No clickable phone (tel:) link detected.,OK,47.3,55.0,0,1.0,4,0,True,True,False,True,False,False,True,True,"Audit identified a HIGH severity issue: missing recommended security headers. Additional MEDIUM issues include mixed content, lack of WhatsApp click-to-chat, no appointment booking system, and no clickable phone link.",High,QUALIFIED,CONTACTABLE,PHONE_OUTREACH,55.0,"[""Mixed content: some resources load over insecure HTTP on an HTTPS page."", ""No WhatsApp click-to-chat link detected."", ""No appointment/booking system detected."", ""No clickable phone (tel:) link detected.""]",website fetch failed - verify site manually before outreach,1,No Online Booking System,"Hi there, I was looking at Prakaipetch Muay Thai Academy @Ang Mo Kio and noticed no appointment booking system on the site.
A potential student browsing at 8 pm wants to reserve a class but finds only a static schedule and no way to book.
They leave the page and later sign up with a nearby gym that lets them book a slot instantly online.
The site currently cannot capture a booking outside business hours.
Adding a simple AI‑driven booking widget that works 24/7 would let visitors schedule a class and receive immediate confirmation.
Would you be open to a 60‑second example for Prakaipetch?","Health score 47.3/65, opportunity score 55/100, 1 high issue (missing security headers) and 4 medium issues. SSL valid, chatbot present, lead form present, but no WhatsApp, phone CTA, or booking system.",not_checked
ab23cd802f3a3504,NEW ERA MMA SG,NEW ERA MMA SG,Martial arts school,+65 8875 3949,http://www.neweraccs.com/,5.0,533.0,"26 Horne Rd, Level 5 NEW ERA MMA SG, Singapore 209062",biz@neweraccs.com,,https://www.google.com/maps/place/NEW+ERA+MMA+SG/data=!4m7!3m6!1s0x31da1924390c4a31:0xe108ccaed39616e6!8m2!3d1.3086178!4d103.8627059!16s%2Fg%2F11ty6qk2mt!19sChIJMUoMOSQZ2jER5haW067MCOE,,WARM,Missing recommended security headers,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; HIGH: No lead-capture form detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: No LocalBusiness (or similar) structured data found.,OK,34.3,35.0,0,3.0,2,0,True,False,True,False,True,False,True,False,"High severity issues: Missing recommended security headers, No AI chatbot or live-chat widget detected, No lead-capture form detected. Medium severity issues: No appointment/booking system detected, No LocalBusiness structured data found.",High,QUALIFIED,CONTACTABLE,EMAIL_OUTREACH,35.0,"[""No AI chatbot or live-chat widget detected"", ""No lead-capture form detected"", ""No appointment/booking system detected"", ""No LocalBusiness structured data found""]",,1,Missing Lead Capture Form,"Hi there, I was looking at NEW ERA MMA SG and noticed there is no place for visitors to leave their contact details.
A potential student browsing at 8 pm, after class, wants to ask about membership but isn’t ready to call, so they can’t submit a form to get a callback.
They leave the site and call a rival gym that has an instant lead form, so the rival secures the new member.
Without a lead‑capture form, interested prospects can’t easily share their info.
A simple AI‑powered WhatsApp lead form can collect their details instantly and feed them to you for follow‑up.
Would you like a 60‑second example of how this could work for NEW ERA MMA SG?","Health score 34.3/65, opportunity score 35/100, 3 high issues, 2 medium issues, no critical issues.",not_checked
2e4e818c466c61f5,ELITE Sports Academy,ELITE Sports Academy,Boxing Coaching Center,+65 8112 9162,http://elitecoach.com.sg/,5.0,437.0,"191 thomson road Goldhill Shopping Centre, Corner unit 191B, 3rd Floor (Above SuperCuts Exit United Square, 20m from Novena MRT, Goldhill Plaza, ELITE Sports Academy, Parking, Singapore 307632",contact@elitecoach.com.sg,,https://www.google.com/maps/place/ELITE+Sports+Academy/data=!4m7!3m6!1s0x31da19783fcde1d7:0x82fb153320c48953!8m2!3d1.3186753!4d103.8434759!16s%2Fg%2F12mkw96ms!19sChIJ1-HNP3gZ2jERU4nEIDMV-4I,,WARM,Missing recommended security headers,HIGH: Missing recommended security headers.; HIGH: No lead-capture form detected.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: No clickable phone (tel:) link detected.,OK,46.0,45.0,0,2.0,3,0,True,True,False,False,False,False,True,True,"Audit shows health score 46/65 and opportunity score 45/100. Critical issues: 0. High issues: Missing recommended security headers; No lead-capture form detected. Medium issues: No WhatsApp click-to-chat link; No appointment/booking system; No clickable phone (tel:) link. SSL is valid, chatbot present, trust signals present, local schema present.",High,QUALIFIED,CONTACTABLE,EMAIL_OUTREACH,45.0,"[""No lead-capture form detected"", ""No WhatsApp click-to-chat link detected"", ""No appointment/booking system detected"", ""No clickable phone (tel:) link detected""]",,1,No Lead Capture Form,"Hi there, I was looking at ELITE Sports Academy and noticed there is no place on the site for visitors to leave their contact details.
A parent browsing at 8 pm, interested in boxing classes for their child, clicks around but can’t find any form to submit their phone number or email.
Frustrated, they leave the page and later sign up with a nearby gym that offers a quick sign‑up form.
There’s simply no lead‑capture form for prospects who aren’t ready to call.
I can add an AI‑driven instant form that appears on any device and records their details for you.
Would you like a 60‑second example of how this could work for ELITE Sports Academy?","Health score 46/65, opportunity score 45/100, with high priority security header and lead capture form issues, plus several medium issues.",not_checked
76498b4fc84a2cc2,Spartans Boxing Jurong West,Spartans Boxing Jurong West,Boxing Coaching Center,+65 8189 9882,https://spartansboxing.com/jurong-west/,5.0,434.0,"7 Jurong West Ave 5, #02-01 Spartans Boxing Jurong West, Singapore 649486",westside@spartansboxing.com,,https://www.google.com/maps/place/Spartans+Boxing+Jurong+West/data=!4m7!3m6!1s0x31da0f93db878c87:0x34412af22a935e1d!8m2!3d1.3486897!4d103.7032339!16s%2Fg%2F11mr7ys4c2!19sChIJh4yH25MP2jERHV6TKvIqQTQ,,HOT,Missing recommended security headers,HIGH: Missing recommended security headers.; MEDIUM: Mixed content: some resources load over insecure HTTP on an HTTPS page.; MEDIUM: No appointment/booking system detected.; MEDIUM: No clickable phone (tel:) link detected.; MEDIUM: No visible trust signals (testimonials/reviews) detected.,OK,46.6,60.0,0,1.0,4,0,True,True,True,True,False,False,False,True,"The audit identified a HIGH severity issue of missing recommended security headers, along with MEDIUM issues including mixed content, lack of an appointment booking system, absence of a clickable phone link, and no visible trust signals.",High,QUALIFIED,CONTACTABLE,EMAIL_OUTREACH,60.0,"[""Mixed content: some resources load over insecure HTTP on an HTTPS page"", ""No appointment/booking system detected"", ""No clickable phone (tel:) link detected"", ""No visible trust signals (testimonials/reviews) detected""]",,1,Missing tap-to-call button,"Hi there, I was looking at Spartans Boxing Jurong West and noticed there is no tap-to-call button on the site.
A potential student browsing on their phone at 8 pm wants to ask about class times, taps the contact area and has to hunt for a number in the footer.
They leave and call a nearby gym that displays a clickable phone link, so the competitor secures the lead.
Without a phone CTA, mobile visitors can’t call you instantly.
Adding a simple tel: link lets anyone tap to call right from the page, removing that friction.
Would you like a 60‑second example of how this works for Spartans Boxing Jurong West?","Health score is 46.6/65 with one high severity security header issue and several medium issues affecting trust and conversion. Opportunity score is 60/100, indicating potential for CRO and technical improvements.",not_checked
6d811b1447eaa1ee,Shogun Fight Gym,Shogun Fight Gym,Gym,+65 8944 2205,https://www.shogunfightgym.com/,4.9,404.0,"2 Gambas Cres, Shogun Fight Gym, Singapore 757044",,,https://www.google.com/maps/place/Shogun+Fight+Gym/data=!4m7!3m6!1s0x31da137bb5cfb8df:0xc129c1e298b7a9c2!8m2!3d1.4435645!4d103.8152639!16s%2Fg%2F11c1ws_7wp!19sChIJ37jPtXsT2jERwqm3mOLBKcE,,WARM,Missing recommended security headers,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; HIGH: No lead-capture form detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: No clickable phone (tel:) link detected.,OK,47.3,22.5,0,3.0,2,0,True,False,True,False,False,False,False,True,"Audit shows health_score 47.3/65, opportunity_score 22.5/100, with 0 critical, 3 high, 2 medium issues. Highest severity issue is missing recommended security headers. Additional high issues include lack of AI chatbot/live-chat and lead-capture form. Medium issues include missing appointment booking and missing tel: link.",High,QUALIFIED,CONTACTABLE,PHONE_OUTREACH,22.5,"[""No AI chatbot or live-chat widget detected"", ""No lead-capture form detected"", ""No appointment/booking system detected"", ""No clickable phone (tel:) link detected""]",,1,Missing Lead Capture Form,"Hi there, I was looking at Shogun Fight Gym and noticed visitors can’t leave their details when they’re not ready to call.
A potential member lands on the site at night, wants to try a class, and finds no place to type their name or phone.
They leave and book with a nearby gym that offers a quick sign‑up form.
The gym’s site currently lacks a lead‑capture form.
I can add a simple AI‑driven form that records contact info and pushes it to WhatsApp instantly.
Would you like a 60‑second example for Shogun Fight Gym?","Gym website has moderate health but several high‑severity technical gaps (security headers, no chatbot, no lead form) and medium gaps (no booking system, no tel: link), presenting a clear opportunity for CRO and security improvements.",not_checked
9caa756a632dee80,Kapap Academy,Kapap Academy,Martial arts school,+65 9027 6996,https://www.kapapsingapore.com/,4.9,402.0,"144 Robinson Rd, #05-01 Kapap Academy, Robinson Square, Singapore 068908",yunquan@kapapasia.com,,https://www.google.com/maps/place/Kapap+Academy/data=!4m7!3m6!1s0x31da191259f4caf9:0x2cadf536f30c46c6!8m2!3d1.2781981!4d103.8482245!16s%2Fg%2F11ckr6h2hq!19sChIJ-cr0WRIZ2jERxkYM8zb1rSw,,WARM,Missing recommended security headers,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; HIGH: No lead-capture form detected.; MEDIUM: Mixed content: some resources load over insecure HTTP on an HTTPS page.; MEDIUM: No appointment/booking system detected.,OK,49.4,32.5,0,3.0,2,0,True,False,True,False,False,False,True,True,"Health score 49.4/65, opportunity score 32.5/100, 0 critical, 3 high, 2 medium issues. Verified issues: HIGH - Missing recommended security headers; HIGH - No AI chatbot or live-chat widget detected; HIGH - No lead-capture form detected; MEDIUM - Mixed content over HTTP; MEDIUM - No appointment/booking system detected.",High,QUALIFIED,CONTACTABLE,EMAIL_OUTREACH,32.5,"[""No AI chatbot or live-chat widget detected"", ""No lead-capture form detected"", ""Mixed content: some resources load over insecure HTTP on an HTTPS page"", ""No appointment/booking system detected""]",,1,Missing Security Headers Risk,"Hi there, I was looking at Kapap Academy and noticed missing security headers.
A parent browsing the class schedule could fill out their details, but without proper security headers the site is more exposed to attacks and may fail basic security checks partners run.
They might choose a nearby dojo that shows stronger security hygiene instead.
The missing headers leave the site vulnerable.
Adding the recommended security headers will close those gaps and satisfy common security scans.
Would you like a 60‑second example of how this would look for Kapap Academy?","Health score 49.4/65, opportunity score 32.5/100, with high-severity missing security headers and lack of chatbot, lead form, and booking system.",not_checked
637ca1eb378c02b3,Evolve MMA (Orchard Central),Evolve MMA (Orchard Central),Martial arts school,+65 6238 1989,https://evolve-mma.com/locations/evolve-orchard/,4.8,365.0,"181 Orchard Road, #06-01 Orchard Central, Evolve MMA (Orchard Central), Singapore 238896",info@evolve-mma.com,,https://www.google.com/maps/place/Evolve+MMA+%28Orchard+Central%29/data=!4m7!3m6!1s0x31da199727e3a715:0x4362c13d42be2424!8m2!3d1.3009807!4d103.8393111!16s%2Fg%2F11b6b4md62!19sChIJFafjJ5cZ2jERJCS-Qj3BYkM,,HOT,Missing recommended security headers,HIGH: Missing recommended security headers.; MEDIUM: Mixed content: some resources load over insecure HTTP on an HTTPS page.; MEDIUM: No appointment/booking system detected.; MEDIUM: No LocalBusiness (or similar) structured data found.; MEDIUM: No visible trust signals (testimonials/reviews) detected.,OK,37.7,72.5,0,1.0,4,0,True,True,True,True,True,False,False,False,"Audit shows HIGH issue: Missing recommended security headers; MEDIUM issues: mixed content, no booking system, no local schema, no trust signals.",High,QUALIFIED,CONTACTABLE,EMAIL_OUTREACH,72.5,"[""Mixed content: some resources load over insecure HTTP on an HTTPS page"", ""No appointment/booking system detected"", ""No LocalBusiness structured data found"", ""No visible trust signals detected""]",,1,Missing Security Headers Risk,"Hi there, I was looking at Evolve MMA and noticed missing security headers.
If a new client visits the site and their company runs a basic security check, the missing headers could cause the site to fail that check.
That client might then choose a rival school whose site passes the check instead.
The site currently lacks those essential headers.
I can add the recommended security headers so the site meets standard security checks and reduces exposure to attacks.
Would you like a 60‑second example of how this would look for Evolve MMA?","Health score 37.7/65 with one high and several medium issues; security headers missing, mixed content, lack of booking system, schema, and trust signals.",not_checked
dde9cf5ffb265060,MT30 @ Dhoby Ghaut Gym,MT30 @ Dhoby Ghaut Gym,Gym,+65 8814 6710,https://mt30.com.sg/,5.0,302.0,"1 Selegie Rd, #02-11 MT30 @ Dhoby Ghaut Gym, Singapore 188306",admin@mt30.com.sg,,https://www.google.com/maps/place/MT30+@+Dhoby+Ghaut+Gym/data=!4m7!3m6!1s0x31da1966416ec19b:0xa3950fbdec5b32f9!8m2!3d1.3005405!4d103.8492521!16s%2Fg%2F11t4cb_mn7!19sChIJm8FuQWYZ2jER-TJb7L0PlaM,,WARM,Missing recommended security headers,HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.; MEDIUM: No WhatsApp click-to-chat link detected.; MEDIUM: No appointment/booking system detected.; MEDIUM: Page is missing a meta description.,OK,36.6,27.5,0,2.0,3,0,True,False,False,True,True,False,False,False,"Audit shows health_score 36.6/65, opportunity_score 27.5/100, 0 critical, 2 high, 3 medium issues. Highest severity issue is missing recommended security headers, followed by lack of AI chatbot/live-chat. Additional medium issues include missing WhatsApp link, appointment booking, and meta description.",High,QUALIFIED,CONTACTABLE,EMAIL_OUTREACH,27.5,"[""No AI chatbot or live-chat widget detected"", ""No WhatsApp click-to-chat link detected"", ""No appointment/booking system detected"", ""Page is missing a meta description""]",,1,Missing security headers risk,"Hi there, I was looking at MT30 @ Dhoby Ghaut Gym and noticed missing security headers.
A potential member lands on the site and, while nothing looks wrong, the site is lacking the HTTP headers that protect against clickjacking and data injection.
A rival gym with proper headers passes security checks and wins the trust of corporate partners, while MT30 may lose those opportunities.
The missing headers leave the site more exposed to attacks.
I can add the recommended security headers so the site meets basic security standards and avoids those risks.
Would you like a 60‑second example for MT30 @ Dhoby Ghaut Gym?","The gym's website has moderate health and opportunity scores with several high and medium issues, notably missing security headers and lack of live chat. Contact information is complete, making it a qualified lead for outreach.",not_checked
