1,,http://muay.com.au/,+61 483 956 034,memberships@muay.com.au,COLD,,"The audit flags a high‑severity issue: no lead‑capture form on the site, alongside missing security headers and lack of a chatbot.",,
2,,http://www.movementmartialarts.com.au/,+61 2 9887 1230,info@movementmartialarts.com.au,HOT,,HIGH: No lead-capture form detected.,,
3,,https://fullforcegym.com.au/,+61 2 8809 4902,,HOT,,"Audit identified three high severity issues (missing security headers, no HTTPS redirect, and no lead-capture form) and two medium issues (mixed content and missing WhatsApp link).",,
4,,http://www.eightlimbs.com.au/,+61 2 8971 5176,info@eightlimbs.com.au,HOT,,"The audit identified a HIGH severity issue: missing recommended security headers, along with several MEDIUM issues such as lack of WhatsApp click-to-chat, no booking system, missing image alt text, and absent LocalBusiness schema.",,
5,,https://www.epicmuaythaiacademy.com.au/,+61 416 718 441,info@epicmuaythaiacademy.com.au,HOT,,Verified issues: HIGH: No lead-capture form detected.,,
6,,http://www.thaiboxingsydney.com/,+61 2 9667 2115,,HOT,,"The audit identified three high‑severity issues, including the absence of a lead‑capture form on the website.",,
7,,https://www.instagram.com/jnsmtg/profilecard/,+61 411 446 831,,HOT,,HIGH: SSL certificate is expiring soon.; HIGH: No AI chatbot or live-chat widget detected.; HIGH: No lead-capture form detected.; MEDIUM: Missing recommended security headers.; MEDIUM: No WhatsApp click-to-chat link detected.,,
8,,https://strongerboxing.com/,+61 401 688 836,contact@strongerboxing.com,WARM,,"Audit shows a HIGH severity issue: missing recommended security headers; also 4 MEDIUM issues including no WhatsApp link, no booking system, no tel: link, and missing meta description.",,
9,,https://ubxtraining.com/gym/newtown,+61 451 315 369,newtown@ubxtraining.com.au,HOT,,"The audit flagged three high‑severity issues (missing security headers, no live‑chat widget, and no lead‑capture form) and two medium‑severity issues, indicating clear CRO and security gaps.",,
10,,https://www.9round.com.au/find-a-club/waterloo,+61 403 722 521,,HOT,,"The audit identified a HIGH severity issue: the site lacks a lead-capture form, preventing visitor conversion into gym members.",,
11,,https://www.apexmma.com.au/,+61 433 855 107,info@apexmma.com.au,WARM,,"The audit flagged a HIGH severity issue: missing recommended security headers, and also identified a HIGH severity lack of a lead-capture form.",,
12,,https://teamperoshmma.com.au/,+61 2 9715 3100,,HOT,,Audit identified a HIGH severity issue: Missing recommended security headers.,,
13,,https://www.teamelitestore.com/,+61 2 9625 3348,elitemartialartsnsw@gmail.com,HOT,,"The audit reports two HIGH issues: missing recommended security headers and no lead-capture form detected, plus three MEDIUM issues (mixed content, missing WhatsApp link, missing booking system). SSL is valid but security headers are absent, and the site lacks a form to capture prospective students.",,
14,,http://www.mspmuaythaigym.com.au/,+61 433 440 417,admin@mspmuaythaigym.com.au,HOT,,Verified issues list shows HIGH: No lead-capture form detected.; HIGH: Missing recommended security headers.; HIGH: No AI chatbot or live-chat widget detected.,,
15,,http://www.mamuaythai.com.au/,+61 468 093 778,hello@mamuaythai.com.au,HOT,,HIGH: Missing recommended security headers.,,
16,,http://www.ptjmuaythai.com.au/,+61 2 8040 4328,info@ptjmuaythai.com.au,HOT,,The audit flagged a HIGH severity issue: Missing recommended security headers.,,
17,,https://www.getsmartboxing.com/,+61 410 280 068,getsmartboxing@outlook.com,HOT,,"The audit identified HIGH severity issues: missing recommended security headers and no AI chatbot or live-chat widget detected, plus medium issues like missing XML sitemap, WhatsApp click-to-chat link, and appointment booking system.",,
18,,http://legendsgym.online/,+61 2 9663 3774,info@legendsgym.org,WARM,,SSL certificate is expiring soon.,,
19,,http://www.sbgaustralia.com.au/,+61 2 9572 6975,straightblastgymaustralia@gmail.com,HOT,,"The audit flagged a HIGH severity issue: Missing recommended security headers, and also a HIGH severity issue: No lead-capture form detected.",,
20,,https://www.noquarter.com.au/,+61 415 682 813,info@noquarter.com.au,HOT,,"The audit identified that the site is missing recommended security headers, which can expose visitors to security risks and affect trust.",,
